#  aims_uuid : A391CB3C-1CEF-4591-A2B9-296226787F70                                
# Angular momentum resolved density for species Moas calculated by FHI-aims
# The energy reference for this output is the vacuum level 
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -9.21921922       41.11105978        0.51462522        3.94220271       36.04062387        0.45646308        0.15714490
       -9.19919920       41.23399360        0.49192041        3.96280840       36.16407424        0.45588011        0.15931045
       -9.17917918       40.61338752        0.46283752        3.93578765       35.60755331        0.44893472        0.15827432
       -9.15915916       39.30441283        0.42929918        3.86629680       34.41875676        0.43588337        0.15417673
       -9.13913914       37.42022598        0.39357287        3.76118528       32.70047658        0.41758614        0.14740511
       -9.11911912       35.11891485        0.35793228        3.62793354       30.59905680        0.39544497        0.13854727
       -9.09909910       32.58462006        0.32438251        3.47372740       28.28693971        0.37125094        0.12831950
       -9.07907908       30.00598559        0.29447632        3.30479920       25.94226092        0.34696726        0.11748189
       -9.05905906       27.55529148        0.26922210        3.12607977       23.72874947        0.32448624        0.10675390
       -9.03903904       25.37115506        0.24906636        2.94113737       21.77880866        0.30540047        0.09674220
       -9.01901902       23.54679327        0.23392889        2.75234119       20.18181113        0.29082261        0.08788945
       -8.99899900       22.12479144        0.22327385        2.56117580       18.97861610        0.28127703        0.08044866
       -8.97897898       21.09834066        0.21620879        2.36863481       18.16234013        0.27667317        0.07448376
       -8.95895896       20.41811181        0.21160855        2.17562713       17.68462485        0.27635812        0.06989316
       -8.93893894       20.00337574        0.20825875        1.98333539       17.46609545        0.27923558        0.06645058
       -8.91891892       19.75565885        0.20500644        1.79347591       17.40938948        0.28393141        0.06385561
       -8.89889890       19.57312557        0.20089808        1.60842749       17.41303140        0.28898239        0.06178620
       -8.87887888       19.36397838        0.19528294        1.43121879       17.38450690        0.29302388        0.05994588
       -8.85885886       19.05742374        0.18786508        1.26538526       17.25111932        0.29495352        0.05810056
       -8.83883884       18.61112591        0.17869831        1.11471985       16.96755362        0.29405242        0.05610171
       -8.81881882       18.01451695        0.16813030        0.98294662       16.51949435        0.29005054        0.05389514
       -8.79879880       17.28782190        0.15671216        0.87334949       15.92311331        0.28313077        0.05151617
       -8.77877878       16.47716480        0.14509326        0.78839564       15.22072738        0.27387473        0.04907379
       -8.75875876       15.64660424        0.13392036        0.72940811       14.47338723        0.26316187        0.04672666
       -8.73873874       14.86833817        0.12375579        0.69635676       13.75153022        0.25204061        0.04465479
       -8.71871872       14.21253136        0.11502416        0.68783990       13.12504315        0.24159346        0.04303069
       -8.69869870       13.73818560        0.10799240        0.70130726       12.65407507        0.23281726        0.04199361
       -8.67867868       13.48618374        0.10278278        0.73352545       12.38171188        0.22653365        0.04162998
       -8.65865866       13.47516687        0.09941365        0.78121763       12.32923756        0.22333624        0.04196178
       -8.63863864       13.70038443        0.09785638        0.84173929       12.49427352        0.22357141        0.04294384
       -8.61861862       14.13523286        0.09809206        0.91360592       12.85172267        0.22734277        0.04446945
       -8.59859860       14.73495441        0.10014876        0.99668945       13.35720601        0.23452700        0.04638318
       -8.57857858       15.44189938        0.10410313        1.09195858       13.95254801        0.24479059        0.04849907
       -8.55855856       16.19178171        0.11003827        1.20075017       14.57276731        0.25760384        0.05062211
       -8.53853854       16.92038137        0.11796381        1.32370084       15.15389012        0.27225575        0.05257085
       -8.51851852       17.57011144        0.12771840        1.45960054       15.64071472        0.28787947        0.05419831
       -8.49849850       18.09579544        0.13888603        1.60450949       15.99349116        0.30350010        0.05540866
       -8.47847848       18.46896853        0.15076017        1.75146793       16.19246107        0.31811261        0.05616676
       -8.45845846       18.68011243        0.16238066        1.89101055       16.23943315        0.33078889        0.05649918
       -8.43843844       18.73849327        0.17264977        2.01249247       16.15606383        0.34080100        0.05648620
       -8.41841842       18.66965732        0.18050936        2.10599236       15.97917221        0.34773705        0.05624632
       -8.39839840       18.51105330        0.18513921        2.16435557       15.75406104        0.35158074        0.05591674
       -8.37837838       18.30657742        0.18612462        2.18484733       15.52724230        0.35272955        0.05563363
       -8.35835836       18.10099156        0.18354518        2.16994832       15.34004268        0.35193887        0.05551651
       -8.33833834       17.93511489        0.17795565        2.12703679       15.22426383        0.35019889        0.05565973
