#  aims_uuid : 801F5DB6-E91F-4837-A2B7-C77DE77A6E67                                
# Angular momentum resolved density for species Moas calculated by FHI-aims
# The energy reference for this output is the vacuum level 
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -8.79879880       16.39006752        0.13677359        0.71350743       15.21515044        0.27700220        0.04763386
       -8.77877878       15.50631328        0.12423455        0.63839887       14.43358791        0.26505225        0.04503970
       -8.75875876       14.66120906        0.11268179        0.58939331       13.66436016        0.25208989        0.04268391
       -8.73873874       13.93081416        0.10269649        0.56630723       12.98167065        0.23938499        0.04075480
       -8.71871872       13.38016388        0.09468121        0.56765729       12.45025638        0.22815953        0.03940947
       -8.69869870       13.05541536        0.08885332        0.59100299       12.11733885        0.21946840        0.03875180
       -8.67867868       12.97934027        0.08528172        0.63357361       12.00754057        0.21412483        0.03881954
       -8.65865866       13.15032363        0.08395368        0.69302490       12.12109474        0.21266907        0.03958124
       -8.63863864       13.54438170        0.08484828        0.76808291       12.43514165        0.21536676        0.04094210
       -8.61861862       14.11933567        0.08798746        0.85881431       12.90755879        0.22221802        0.04275709
       -8.59859860       14.82022188        0.09344050        0.96633718       13.48263365        0.23296183        0.04484872
       -8.57857858       15.58519790        0.10127102        1.09194444       14.09788363        0.24707120        0.04702761
       -8.55855856       16.35145754        0.11143630        1.23581445       14.69134441        0.26374890        0.04911348
       -8.53853854       17.06084970        0.12366889        1.39566544       15.20861719        0.28194341        0.05095477
       -8.51851852       17.66493896        0.13738350        1.56580412       15.60889976        0.30040704        0.05244455
       -8.49849850       18.12918090        0.15165201        1.73697616       15.86921344        0.31780849        0.05353081
       -8.47847848       18.43580460        0.16527327        1.89723887       15.98617786        0.33289510        0.05421950
       -8.45845846       18.58499802        0.17693728        2.03378855       15.97502352        0.34467895        0.05456973
       -8.43843844       18.59413360        0.18545192        2.13536921       15.86602421        0.35260629        0.05468198
       -8.41841842       18.49504235        0.18997645        2.19466871       15.69905008        0.35666515        0.05468196
       -8.39839840       18.32968204        0.19019767        2.21005352       15.51733002        0.35739764        0.05470319
       -8.37837838       18.14485288        0.18639675        2.18613746       15.36164050        0.35580605        0.05487212
       -8.35835836       17.98679969        0.17938370        2.13298847       15.26595814        0.35317097        0.05529841
       -8.33833834       17.89653888        0.17031419        2.06415760       15.25517124        0.35082423        0.05607162
       -8.31831832       17.90655084        0.16043705        1.99404731       15.34487091        0.34993186        0.05726371
       -8.29829830       18.03913237        0.15084005        1.93531314       15.54270595        0.35133794        0.05893529
       -8.27827828       18.30630994        0.14225976        1.89696037       15.85044567        0.35550150        0.06114264
       -8.25825826       18.71088705        0.13500002        1.88356748       16.26584599        0.36253057        0.06394299
       -8.23823824       19.24802892        0.12897025        1.89571797       16.78365379        0.37229080        0.06739611
       -8.21821822       19.90680620        0.12381965        1.93136432       17.39551318        0.38454730        0.07156176
       -8.19819820       20.67129212        0.11911860        1.98759096       18.08899683        0.39909240        0.07649333
       -8.17817818       21.52105786        0.11452943        2.06216170       18.84631789        0.41582060        0.08222825
       -8.15815816       22.43115568        0.10991783        2.15434753       19.64338526        0.43472912        0.08877595
       -8.13813814       23.37186378        0.10537900        2.26479213       20.44974323        0.45584576        0.09610366
       -8.11811812       24.30857276        0.10118088        2.39449989       21.22966440        0.47910663        0.10412096
       -8.09809810       25.20222664        0.09765192        2.54332588       21.94436196        0.50422161        0.11266527
       -8.07807808       26.01069456        0.09505542        2.70851993       22.55505577        0.53057135        0.12149209
       -8.05805806       26.69133258        0.09349324        2.88387845       23.02651110        0.55717433        0.13027547
       -8.03803804       27.20477810        0.09286918        3.05988798       23.33064954        0.58274765        0.13862375
       -8.01801802       27.51970109        0.09292210        3.22495344       23.44984870        0.60586297        0.14611389
       -7.99799800       27.61786007        0.09331669        3.36747649       23.37955072        0.62517383        0.15234234
       -7.97797798       27.49847283        0.09376318        3.47828096       23.12977475        0.63966883        0.15698510
       -7.95795796       27.18073958        0.09412986        3.55274886       22.72511511        0.64889165        0.15985411
       -7.93793794       26.70346306        0.09451537        3.59207206       22.20287097        0.65306958        0.16093508
       -7.91791792       26.12114498        0.09525986        3.60323014       21.60915364        0.65310744        0.16039390
       -7.89789790       25.49665523        0.09688997        3.59761950       20.99316787        0.65043242        0.15854547
       -7.87787788       24.89142211        0.10000889        3.58860153       20.40031128        0.64671167        0.15578873
       -7.85785786       24.35486410        0.10515492        3.58851941       19.86516935        0.64349849        0.15252194
       -7.83783784       23.91524259        0.11265821        3.60588211       19.40575637        0.64188704        0.14905885
       -7.81781782       23.57407629        0.12252597        3.64339050       19.02033190        0.64225958        0.14556834
       -7.79779780       23.30565155        0.13438069        3.69728539       18.68773900        0.64419248        0.14205398
       -7.77777778       23.06207472        0.14746669        3.75817783       18.37150079        0.64654992        0.13837949
       -7.75775776       22.78299575        0.16072712        3.81315676       18.02703272        0.64774645        0.13433270
       -7.73773774       22.40794251        0.17294008        3.84865644       17.61052088        0.64611551        0.12970960
       -7.71771772       21.88850711        0.18288975        3.85339047       17.08753870        0.64029332        0.12439487
       -7.69769770       21.19765214        0.18954048        3.82066950       16.43949981        0.62952546        0.11841690
       -7.67767768       20.33417454        0.19218060        3.74960862       15.66659448        0.61382706        0.11196378
       -7.65765766       19.32165075        0.19050951        3.64503786       14.78677621        0.59396907        0.10535810
       -7.63763764       18.20259975        0.18465494        3.51626058       13.83137590        0.57130887        0.09899946
       -7.61761762       17.02971430        0.17512350        3.37506463       12.83871537        0.54752006        0.09329074
       -7.59759760       15.85652026        0.16270190        3.23351455       11.84744410        0.52429351        0.08856619
       -7.57757758       14.72963067        0.14833432        3.10202300       10.89115895        0.50307763        0.08503677
       -7.55755756       13.68400069        0.13300162        2.98804888        9.99528298        0.48490536        0.08276185
       -7.53753754       12.74155737        0.11762138        2.89556015        9.17639885        0.47032695        0.08165004
       -7.51751752       11.91262432        0.10297761        2.82520229        8.44351789        0.45944101        0.08148553
       -7.49749750       11.19896397        0.08968016        2.77497888        7.80033423        0.45199820        0.08197251
       -7.47747748       10.59714356        0.07814792        2.74120111        7.24746240        0.44754419        0.08278793
       -7.45745746       10.10124161        0.06860949        2.71948530        6.78394383        0.44556960        0.08363339
       -7.43743744        9.70445663        0.06111695        2.70564097        6.40778034        0.44564053        0.08427784
       -7.41741742        9.39971870        0.05557142        2.69635895        6.11571186        0.44749089        0.08458557
       -7.39739740        9.17974402        0.05176023        2.68965610        5.90273719        0.45106389        0.08452661
       -7.37737738        9.03703671        0.04940456        2.68505459        5.76191162        0.45649670        0.08416924
       -7.35735736        8.96418356        0.04821404        2.68348440        5.68477876        0.46404927        0.08365709
       -7.33733734        8.95453955        0.04794211        2.68691567        5.66251865        0.47398816        0.08317496
       -7.31731732        9.00320089        0.04843512        2.69776682        5.68764310        0.48644677        0.08290908
       -7.29729730        9.10807985        0.04966854        2.71818782        5.75592164        0.50129367        0.08300819
       -7.27727728        9.27091449        0.05176571        2.74936490        5.86818851        0.51804378        0.08355160
       -7.25725726        9.49809239        0.05499604        2.79100587        6.03171894        0.53584197        0.08452957
       -7.23723724        9.80117153        0.05975078        2.84112747        6.26092199        0.55353241        0.08583888
       -7.21721722       10.19693618        0.06649546        2.89618465        6.57715739        0.56980458        0.08729411
       -7.19719720       10.70679337        0.07570010        2.95148600        7.00757031        0.58338465        0.08865232
       -7.17717718       11.35538568        0.08775266        3.00176881        7.58299028        0.59322751        0.08964642
       -7.15715716       12.16850862        0.10286779        3.04179175        8.33516172        0.59866575        0.09002160
       -7.13713714       13.17071223        0.12100959        3.06684640        9.29379998        0.59948699        0.08956928
       -7.11711712       14.38317337        0.14185067        3.07316402       10.48407011        0.59593431        0.08815426
       -7.09709710       15.82236852        0.16478625        3.05825775       11.92494549        0.58864683        0.08573219
       -7.07707708       17.49967742        0.18900999        3.02125353       13.62848939        0.57856837        0.08235615
       -7.05705706       19.42141898        0.21364035        2.96321648       15.59954100        0.56684935        0.07817179
       -7.03703704       21.58826047        0.23786777        2.88739604       17.83484231        0.55475267        0.07340167
       -7.01701702       23.99281324        0.26108141        2.79924454       20.32060988        0.54355772        0.06831968
       -6.99699700       26.61476954        0.28293607        2.70605785       23.02810910        0.53444846        0.06321805
       -6.97697698       29.41409338        0.30333623        2.61616619       25.90784369        0.52837656        0.05837071
       -6.95695696       32.32416450        0.32234092        2.53774687       28.88416948        0.52590870        0.05399853
       -6.93693694       35.24778910        0.34002108        2.47748420       31.85295198        0.52708928        0.05024257
       -6.91691692       38.05907227        0.35631997        2.43939800       34.68483940        0.53136433        0.04715057
       -6.89689690       40.61303736        0.37096908        2.42415433       37.23562346        0.53761055        0.04467995
       -6.87687688       42.76278335        0.38349515        2.42905630       39.36322339        0.54429176        0.04271675
       -6.85685686       44.38152566        0.39332417        2.44872620       40.94863889        0.54973006        0.04110635
       -6.83683684       45.38490912        0.39995450        2.47630029       41.91652391        0.55244113        0.03968928
       -6.81681682       45.74823634        0.40314653        2.50482727       42.25047155        0.55145692        0.03833407
       -6.79679680       45.51404714        0.40306812        2.52852877       41.99893684        0.54655310        0.03696030
       -6.77677678       44.78761563        0.40034606        2.54364586       41.26975862        0.53831730        0.03554778
       -6.75675676       43.72076564        0.39600027        2.54872470       40.21387763        0.52803203        0.03413102
       -6.73673674       42.48711513        0.39127061        2.54434317       39.00132693        0.51739255        0.03278187
       -6.71671672       41.25372794        0.38737573        2.53240482       37.79423941        0.50812267        0.03158530
       -6.69669670       40.15478279        0.38526166        2.51520477       36.72212397        0.50157794        0.03061445
       -6.67667668       39.27225480        0.38540078        2.49449901       35.86401446        0.49843000        0.02991054
       -6.65665666       38.62702804        0.38768965        2.47079002       35.24057006        0.49850680        0.02947151
       -6.63663664       38.18173461        0.39147113        2.44298678       34.81719990        0.50082545        0.02925135
       -6.61661662       37.85436154        0.39567776        2.40851482       34.51719134        0.50380829        0.02916934
       -6.59659660       37.53964286        0.39906563        2.36385162       34.24197056        0.50562825        0.02912680
       -6.57657658       37.13377469        0.40048688        2.30536196       33.89429893        0.50459967        0.02902724
       -6.55655656       36.55733440        0.39913949        2.23022889       33.39964875        0.49952183        0.02879545
       -6.53653654       35.77165177        0.39473707        2.13724530       32.72138083        0.48989719        0.02839138
       -6.51651652       34.78530266        0.38755999        2.02726198       31.86668343        0.47598138        0.02781588
       -6.49649650       33.64964545        0.37837719        1.90317797       30.88231729        0.45866562        0.02710738
       -6.47647648       32.44489622        0.36825982        1.76948361       29.84158815        0.43923414        0.02633050
       -6.45645646       31.26047027        0.35833421        1.63148679       28.82602354        0.41906607        0.02555967
       -6.43643644       30.17456715        0.34953532        1.49443089       27.90638165        0.39935737        0.02486192
       -6.41641642       29.23787140        0.34241903        1.36272452       27.12752129        0.38092381        0.02428274
       -6.39639640       28.46482382        0.33707302        1.23944822       26.50034785        0.36411662        0.02383811
       -6.37637638       27.83365442        0.33313744        1.12620601       26.00194824        0.34884900        0.02351373
       -6.35635636       27.29399079        0.32991733        1.02328572       25.58281241        0.33470465        0.02327068
       -6.33633634       26.77909961        0.32654700        0.93001764       25.17839427        0.32108567        0.02305502
       -6.31631632       26.21915750        0.32215921        0.84519558       24.72163612        0.30735820        0.02280840
       -6.29629630       25.55243613        0.31601896        0.76744671       24.15352635        0.29296699        0.02247711
       -6.27627628       24.73257546        0.30760011        0.69548838       23.42996222        0.27750689        0.02201787
       -6.25625626       23.73163491        0.29660415        0.62826408       22.52461232        0.26075400        0.02140037
       -6.23623624       22.53979809        0.28293799        0.56498783       21.42859771        0.24266732        0.02060724
       -6.21621622       21.16314529        0.26667494        0.50513686       20.14832835        0.22337239        0.01963275
       -6.19619620       19.62079279        0.24802029        0.44842338       18.70273300        0.20313467        0.01848146
       -6.17617618       17.94217743        0.22729262        0.39475869       17.12063274        0.18232605        0.01716733
       -6.15615616       16.16467722        0.20491922        0.34421066       15.43844848        0.16138555        0.01571332
       -6.13613614       14.33136816        0.18143500        0.29695205       13.69805409        0.14077597        0.01415105
       -6.11611612       12.48862090        0.15747142        0.25320197       11.94448679        0.12094091        0.01251982
       -6.09609610       10.68338011        0.13372575        0.21316914       10.22335269        0.10226780        0.01086473
