# total density of states output by FHI-aims 
# The energy reference for this output is the average chemical potential, mu =       -5.999441 eV
#    Energy (eV)      DOS 
      9.97341458    130.05382284
      9.99343460    134.84422800
     10.01345462    140.79629887
     10.03347464    148.15046775
     10.05349466    157.07306106
     10.07351468    167.60654348
     10.09353470    179.63018491
     10.11355472    192.83974046
     10.13357474    206.75142347
     10.15359476    220.73126010
     10.17361478    234.04682902
     10.19363480    245.93515461
     10.21365482    255.67849187
     10.23367484    262.67890487
     10.25369486    266.52268483
     10.27371488    267.02656948
     10.29373490    264.25935220
     10.31375492    258.53489388
     10.33377494    250.37585343
     10.35379496    240.45148599
     10.37381498    229.49708513
     10.39383500    218.22618830
     10.41385502    207.24854830
     10.43387504    197.00639840
     10.45389506    187.73857499
     10.47391508    179.47714583
     10.49393510    172.07536864
     10.51395512    165.26032477
     10.53397514    158.69956127
     10.55399516    152.06929218
     10.57401518    145.11242589
     10.59403520    137.67764927
     10.61405522    129.73529304
     10.63407524    121.37067550
     10.65409526    112.75992382
     10.67411528    104.13594491
     10.69413530     95.75277118
     10.71415532     87.85505030
     10.73417534     80.65664220
     10.75419536     74.32909388
     10.77421538     68.99813218
     10.79423540     64.74488810
     10.81425542     61.60852951
     10.83427544     59.58805921
     10.85429546     58.64265393
     10.87431548     58.69140760
     10.89433550     59.61417923
     10.91435552     61.25522164
     10.93437554     63.43053007
     10.95439556     65.93879764
     10.97441558     68.57495213
     10.99443560     71.14476845
     11.01445562     73.47903283
     11.03447564     75.44598097
     11.05449566     76.96098918
     11.07451568     77.99262350
     11.09453570     78.56420383
     11.11455572     78.75020416
     11.13457574     78.66725221
     11.15459576     78.46021965
     11.17461578     78.28473572
     11.19463580     78.28815652
     11.21465582     78.59138924
     11.23467584     79.27396506
     11.25469586     80.36446331
     11.27471588     81.83790368
     11.29473590     83.62103723
     11.31475592     85.60547309
     11.33477594     87.66720247
     11.35479596     89.68945874
     11.37481598     91.58442322
     11.39483600     93.30869571
     11.41485602     94.86825731
     11.43487604     96.31098930
     11.45489606     97.70816804
     11.47491608     99.12967094
     11.49493610    100.61968530
     11.51495612    102.17965775
     11.53497614    103.76298822
     11.55499616    105.28234288
     11.57501618    106.62675512
     11.59503620    107.68319957
     11.61505622    108.35679412
     11.63507624    108.58512963
     11.65509626    108.34467624
     11.67511628    107.64972200
     11.69513630    106.54601140
     11.71515632    105.10181181
     11.73517634    103.39871222
     11.75519636    101.52353442
     11.77521638     99.56182082
     11.79523640     97.59277596
     11.81525642     95.68534826
     11.83527644     93.89523488
     11.85529646     92.26281198
     11.87531648     90.81220175
     11.89533650     89.55181125
     11.91535652     88.47666467
     11.93537654     87.57266314
     11.95539656     86.82252792
     11.97541658     86.21267044
     11.99543660     85.73973521
     12.01545662     85.41529674
     12.03547664     85.26735117
     12.05549666     85.33788687
     12.07551668     85.67680700
     12.09553670     86.33350109
     12.11555672     87.34805861
     12.13557674     88.74422258
     12.15559676     90.52565548
     12.17561678     92.67613462
     12.19563680     95.16326735
     12.21565682     97.94456958
     12.23567684    100.97447158
     12.25569686    104.21095435
     12.27571688    107.62084180
     12.29573690    111.18301172
     12.31575692    114.88882736
     12.33577694    118.73906648
